ecad_id,Asset_id,Program/product,term,Rate/margin,Disbursment Data ( start MTG Date),Completion Data ( Closing MTG Date),Initial Borrow capital,Loan to Value,Monthly repayment,Next due payment date,Monthly capital repayment with zero interest,Months already paid,Months due paid,Property Valuation,Customer Initial deposit,Mortgage Outstanding Balance
1701585883,10006876,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161415.00,0.7500,1095.67,01/02/2023,448.38,325,35,215220,53805.00,15691.50
1701585884,10006877,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161430.00,0.7500,1095.77,01/02/2023,448.42,325,35,215240,53810.00,15693.50
1701585885,10006878,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161445.00,0.7500,1095.87,01/02/2023,448.46,325,35,215260,53815.00,15695.50
1701585886,10006879,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161460.00,0.7500,1095.98,01/02/2023,448.51,325,35,215280,53820.00,15694.25
1701585887,10006880,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161475.00,0.7500,1096.08,01/02/2023,448.55,325,35,215300,53825.00,15696.25
1701585888,10006881,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161490.00,0.7500,1096.18,01/02/2023,448.59,325,35,215320,53830.00,15698.25
1701585889,10006882,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161505.00,0.7500,1096.28,01/02/2023,448.63,325,35,215340,53835.00,15700.25
1701585890,10006883,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161520.00,0.7500,1096.38,01/02/2023,448.67,325,35,215360,53840.00,15702.25
1701585891,10006884,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161535.00,0.7500,1096.49,01/02/2023,448.71,325,35,215380,53845.00,15704.25
1701585892,10006885,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161550.00,0.7500,1096.59,01/02/2023,448.76,325,35,215400,53850.00,15703.00
1701585893,10006886,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161565.00,0.7500,1096.69,01/02/2023,448.80,325,35,215420,53855.00,15705.00
1701585894,10006887,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161580.00,0.7500,1096.79,01/02/2023,448.84,325,35,215440,53860.00,15707.00
1701585895,10006888,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161595.00,0.7500,1096.89,01/02/2023,448.88,325,35,215460,53865.00,15709.00
1701585896,10006889,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161610.00,0.7500,1096.99,01/02/2023,448.92,325,35,215480,53870.00,15711.00
1701585897,10006890,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161625.00,0.7500,1097.10,01/02/2023,448.96,325,35,215500,53875.00,15713.00
1701585898,10006891,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161640.00,0.7500,1097.20,01/02/2023,449.01,325,35,215520,53880.00,15711.75
1701585899,10006892,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161655.00,0.7500,1097.30,01/02/2023,449.05,325,35,215540,53885.00,15713.75
1701585900,10006893,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161670.00,0.7500,1097.40,01/02/2023,449.09,325,35,215560,53890.00,15715.75
1701585901,10006894,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161685.00,0.7500,1097.50,01/02/2023,449.13,325,35,215580,53895.00,15717.75
1701585902,10006895,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161700.00,0.7500,1097.61,01/02/2023,449.17,325,35,215600,53900.00,15719.75
1701585904,10006896,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161715.00,0.7500,1097.71,01/02/2023,449.21,325,35,215620,53905.00,15721.75
1701585906,10006897,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161730.00,0.7500,1097.81,01/02/2023,449.26,325,35,215640,53910.00,15720.50
1701585907,10006898,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161745.00,0.7500,1097.91,01/02/2023,449.30,325,35,215660,53915.00,15722.50
1701585908,10006899,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161760.00,0.7500,1098.01,01/02/2023,449.34,325,35,215680,53920.00,15724.50
1701585909,10006900,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161775.00,0.7500,1098.11,01/02/2023,449.38,325,35,215700,53925.00,15726.50
1701585910,10006901,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161790.00,0.7500,1098.22,01/02/2023,449.42,325,35,215720,53930.00,15728.50
1701585911,10006902,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161805.00,0.7500,1098.32,01/02/2023,449.46,325,35,215740,53935.00,15730.50
1701585912,10006903,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161820.00,0.7500,1098.42,01/02/2023,449.51,325,35,215760,53940.00,15729.25
1701585913,10006904,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161835.00,0.7500,1098.52,01/02/2023,449.55,325,35,215780,53945.00,15731.25
1701585914,10006905,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161850.00,0.7500,1098.62,01/02/2023,449.59,325,35,215800,53950.00,15733.25
1701585915,10006906,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161865.00,0.7500,1098.73,01/02/2023,449.63,325,35,215820,53955.00,15735.25
1701585916,10006907,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161880.00,0.7500,1098.83,01/02/2023,449.67,325,35,215840,53960.00,15737.25
1701585917,10006908,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161895.00,0.7500,1098.93,01/02/2023,449.71,325,35,215860,53965.00,15739.25
1701585918,10006909,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161910.00,0.7500,1099.03,01/02/2023,449.76,325,35,215880,53970.00,15738.00
1701585919,10006910,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161925.00,0.7500,1099.13,01/02/2023,449.80,325,35,215900,53975.00,15740.00
1701585920,10006911,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161940.00,0.7500,1099.23,01/02/2023,449.84,325,35,215920,53980.00,15742.00
1701585921,10006912,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161955.00,0.7500,1099.34,01/02/2023,449.88,325,35,215940,53985.00,15744.00
1701585922,10006913,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161970.00,0.7500,1099.44,01/02/2023,449.92,325,35,215960,53990.00,15746.00
1701585923,10006914,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,161985.00,0.7500,1099.54,01/02/2023,449.96,325,35,215980,53995.00,15748.00
1701585924,10006915,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162000.00,0.7500,1099.64,01/02/2023,450.01,325,35,216000,54000.00,15746.75
1701585925,10006916,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162015.00,0.7500,1099.74,01/02/2023,450.05,325,35,216020,54005.00,15748.75
1701585926,10006917,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162030.00,0.7500,1099.85,01/02/2023,450.09,325,35,216040,54010.00,15750.75
1701585927,10006918,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162045.00,0.7500,1099.95,01/02/2023,450.13,325,35,216060,54015.00,15752.75
1701585928,10006919,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162060.00,0.7500,1100.05,01/02/2023,450.17,325,35,216080,54020.00,15754.75
1701585929,10006920,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162075.00,0.7500,1100.15,01/02/2023,450.21,325,35,216100,54025.00,15756.75
1701585930,10006921,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162090.00,0.7500,1100.25,01/02/2023,450.26,325,35,216120,54030.00,15755.50
1701585931,10006922,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162105.00,0.7500,1100.35,01/02/2023,450.30,325,35,216140,54035.00,15757.50
1701585932,10006923,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162120.00,0.7500,1100.46,01/02/2023,450.34,325,35,216160,54040.00,15759.50
1701585933,10006924,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162135.00,0.7500,1100.56,01/02/2023,450.38,325,35,216180,54045.00,15761.50
1701585934,10006925,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162150.00,0.7500,1100.66,01/02/2023,450.42,325,35,216200,54050.00,15763.50
1701585935,10006926,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162165.00,0.7500,1100.76,01/02/2023,450.46,325,35,216220,54055.00,15765.50
1701585936,10006927,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162180.00,0.7500,1100.86,01/02/2023,450.51,325,35,216240,54060.00,15764.25
1701585937,10006928,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162195.00,0.7500,1100.97,01/02/2023,450.55,325,35,216260,54065.00,15766.25
1701585938,10006929,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162210.00,0.7500,1101.07,01/02/2023,450.59,325,35,216280,54070.00,15768.25
1701585939,10006930,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162225.00,0.7500,1101.17,01/02/2023,450.63,325,35,216300,54075.00,15770.25
1701585940,10006931,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162240.00,0.7500,1101.27,01/02/2023,450.67,325,35,216320,54080.00,15772.25
1701585941,10006932,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162255.00,0.7500,1101.37,01/02/2023,450.71,325,35,216340,54085.00,15774.25
1701585942,10006933,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162270.00,0.7500,1101.47,01/02/2023,450.76,325,35,216360,54090.00,15773.00
1701585943,10006934,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162285.00,0.7500,1101.58,01/02/2023,450.80,325,35,216380,54095.00,15775.00
1701585946,10006935,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162300.00,0.7500,1101.68,01/02/2023,450.84,325,35,216400,54100.00,15777.00
1701585948,10006936,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162315.00,0.7500,1101.78,01/02/2023,450.88,325,35,216420,54105.00,15779.00
1701585949,10006937,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162330.00,0.7500,1101.88,01/02/2023,450.92,325,35,216440,54110.00,15781.00
1701585950,10006938,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162345.00,0.7500,1101.98,01/02/2023,450.96,325,35,216460,54115.00,15783.00
1701585951,10006939,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162360.00,0.7500,1102.09,01/02/2023,451.01,325,35,216480,54120.00,15781.75
1701585952,10006940,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162375.00,0.7500,1102.19,01/02/2023,451.05,325,35,216500,54125.00,15783.75
1701585953,10006941,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162390.00,0.7500,1102.29,01/02/2023,451.09,325,35,216520,54130.00,15785.75
1701585956,10006942,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162405.00,0.7500,1102.39,01/02/2023,451.13,325,35,216540,54135.00,15787.75
1701585957,10006943,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162420.00,0.7500,1102.49,01/02/2023,451.17,325,35,216560,54140.00,15789.75
1701585959,10006944,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162435.00,0.7500,1102.59,01/02/2023,451.21,325,35,216580,54145.00,15791.75
1701585960,10006945,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162450.00,0.7500,1102.70,01/02/2023,451.26,325,35,216600,54150.00,15790.50
1701585961,10006946,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162465.00,0.7500,1102.80,01/02/2023,451.30,325,35,216620,54155.00,15792.50
1701585962,10006947,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162480.00,0.7500,1102.90,01/02/2023,451.34,325,35,216640,54160.00,15794.50
1701585964,10006948,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162495.00,0.7500,1103.00,01/02/2023,451.38,325,35,216660,54165.00,15796.50
1701585965,10006949,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162510.00,0.7500,1103.10,01/02/2023,451.42,325,35,216680,54170.00,15798.50
1701585966,10006950,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162525.00,0.7500,1103.21,01/02/2023,451.46,325,35,216700,54175.00,15800.50
1701585968,10006951,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162540.00,0.7500,1103.31,01/02/2023,451.51,325,35,216720,54180.00,15799.25
1701585969,10006952,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162555.00,0.7500,1103.41,01/02/2023,451.55,325,35,216740,54185.00,15801.25
1701585970,10006953,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162570.00,0.7500,1103.51,01/02/2023,451.59,325,35,216760,54190.00,15803.25
1701585971,10006954,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162585.00,0.7500,1103.61,01/02/2023,451.63,325,35,216780,54195.00,15805.25
1701585972,10006955,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162600.00,0.7500,1103.71,01/02/2023,451.67,325,35,216800,54200.00,15807.25
1701585977,10006956,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162615.00,0.7500,1103.82,01/02/2023,451.71,325,35,216820,54205.00,15809.25
1701585978,10006957,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162630.00,0.7500,1103.92,01/02/2023,451.76,325,35,216840,54210.00,15808.00
1701585979,10006958,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162645.00,0.7500,1104.02,01/02/2023,451.80,325,35,216860,54215.00,15810.00
1701585980,10006959,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162660.00,0.7500,1104.12,01/02/2023,451.84,325,35,216880,54220.00,15812.00
1701585981,10006960,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162675.00,0.7500,1104.22,01/02/2023,451.88,325,35,216900,54225.00,15814.00
1701585984,10006961,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162690.00,0.7500,1104.33,01/02/2023,451.92,325,35,216920,54230.00,15816.00
1701585995,10006962,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162705.00,0.7500,1104.43,01/02/2023,451.96,325,35,216940,54235.00,15818.00
1701585996,10006963,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162720.00,0.7500,1104.53,01/02/2023,452.01,325,35,216960,54240.00,15816.75
1701585997,10006964,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162735.00,0.7500,1104.63,01/02/2023,452.05,325,35,216980,54245.00,15818.75
1701586000,10006965,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162750.00,0.7500,1104.73,01/02/2023,452.09,325,35,217000,54250.00,15820.75
1701586001,10006966,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162765.00,0.7500,1104.83,01/02/2023,452.13,325,35,217020,54255.00,15822.75
1701586002,10006967,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162780.00,0.7500,1104.94,01/02/2023,452.17,325,35,217040,54260.00,15824.75
1701586004,10006968,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162795.00,0.7500,1105.04,01/02/2023,452.21,325,35,217060,54265.00,15826.75
1701586005,10006969,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162810.00,0.7500,1105.14,01/02/2023,452.26,325,35,217080,54270.00,15825.50
1701586006,10006970,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162825.00,0.7500,1105.24,01/02/2023,452.30,325,35,217100,54275.00,15827.50
1701586007,10006971,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162840.00,0.7500,1105.34,01/02/2023,452.34,325,35,217120,54280.00,15829.50
1701586008,10006972,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162855.00,0.7500,1105.45,01/02/2023,452.38,325,35,217140,54285.00,15831.50
1701586009,10006973,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162870.00,0.7500,1105.55,01/02/2023,452.42,325,35,217160,54290.00,15833.50
1701586010,10006974,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162885.00,0.7500,1105.65,01/02/2023,452.46,325,35,217180,54295.00,15835.50
1701586011,10006975,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162900.00,0.7500,1105.75,01/02/2023,452.51,325,35,217200,54300.00,15834.25
1701586012,10006976,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162915.00,0.7500,1105.85,01/02/2023,452.55,325,35,217220,54305.00,15836.25
1701586014,10006977,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162930.00,0.7500,1105.95,01/02/2023,452.59,325,35,217240,54310.00,15838.25
1701586015,10006978,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162945.00,0.7500,1106.06,01/02/2023,452.63,325,35,217260,54315.00,15840.25
1701586016,10006979,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162960.00,0.7500,1106.16,01/02/2023,452.67,325,35,217280,54320.00,15842.25
1701586018,10006980,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162975.00,0.7500,1106.26,01/02/2023,452.71,325,35,217300,54325.00,15844.25
1701586019,10006981,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,162990.00,0.7500,1106.36,01/02/2023,452.76,325,35,217320,54330.00,15843.00
1701586020,10006982,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163005.00,0.7500,1106.46,01/02/2023,452.80,325,35,217340,54335.00,15845.00
1701586022,10006983,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163020.00,0.7500,1106.57,01/02/2023,452.84,325,35,217360,54340.00,15847.00
1701586023,10006984,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163035.00,0.7500,1106.67,01/02/2023,452.88,325,35,217380,54345.00,15849.00
1701586024,10006985,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163050.00,0.7500,1106.77,01/02/2023,452.92,325,35,217400,54350.00,15851.00
1701586025,10006986,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163065.00,0.7500,1106.87,01/02/2023,452.96,325,35,217420,54355.00,15853.00
1701586026,10006987,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163080.00,0.7500,1106.97,01/02/2023,453.01,325,35,217440,54360.00,15851.75
1701586027,10006988,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163095.00,0.7500,1107.07,01/02/2023,453.05,325,35,217460,54365.00,15853.75
1701586028,10006989,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163110.00,0.7500,1107.18,01/02/2023,453.09,325,35,217480,54370.00,15855.75
1701586029,10006990,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163125.00,0.7500,1107.28,01/02/2023,453.13,325,35,217500,54375.00,15857.75
1701586030,10006991,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163140.00,0.7500,1107.38,01/02/2023,453.17,325,35,217520,54380.00,15859.75
1701586031,10006992,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163155.00,0.7500,1107.48,01/02/2023,453.21,325,35,217540,54385.00,15861.75
1701586032,10006993,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163170.00,0.7500,1107.58,01/02/2023,453.26,325,35,217560,54390.00,15860.50
1701586033,10006994,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163185.00,0.7500,1107.69,01/02/2023,453.30,325,35,217580,54395.00,15862.50
1701586034,10006995,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163200.00,0.7500,1107.79,01/02/2023,453.34,325,35,217600,54400.00,15864.50
1701586035,10006996,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163215.00,0.7500,1107.89,01/02/2023,453.38,325,35,217620,54405.00,15866.50
1701586036,10006997,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163230.00,0.7500,1107.99,01/02/2023,453.42,325,35,217640,54410.00,15868.50
1701586037,10006998,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163245.00,0.7500,1108.09,01/02/2023,453.46,325,35,217660,54415.00,15870.50
1701586039,10006999,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163260.00,0.7500,1108.19,01/02/2023,453.51,325,35,217680,54420.00,15869.25
1701586040,10007000,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163275.00,0.7500,1108.30,01/02/2023,453.55,325,35,217700,54425.00,15871.25
1701586041,10007001,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163290.00,0.7500,1108.40,01/02/2023,453.59,325,35,217720,54430.00,15873.25
1701586042,10007002,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163305.00,0.7500,1108.50,01/02/2023,453.63,325,35,217740,54435.00,15875.25
1701586043,10007003,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163320.00,0.7500,1108.60,01/02/2023,453.67,325,35,217760,54440.00,15877.25
1701586044,10007004,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163335.00,0.7500,1108.70,01/02/2023,453.71,325,35,217780,54445.00,15879.25
1701586045,10007005,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163350.00,0.7500,1108.81,01/02/2023,453.76,325,35,217800,54450.00,15878.00
1701586046,10007006,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163365.00,0.7500,1108.91,01/02/2023,453.80,325,35,217820,54455.00,15880.00
1701586047,10007007,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163380.00,0.7500,1109.01,01/02/2023,453.84,325,35,217840,54460.00,15882.00
1701586048,10007008,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163395.00,0.7500,1109.11,01/02/2023,453.88,325,35,217860,54465.00,15884.00
1701586049,10007009,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163410.00,0.7500,1109.21,01/02/2023,453.92,325,35,217880,54470.00,15886.00
1701586050,10007010,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163425.00,0.7500,1109.31,01/02/2023,453.96,325,35,217900,54475.00,15888.00
1701586051,10007011,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163440.00,0.7500,1109.42,01/02/2023,454.01,325,35,217920,54480.00,15886.75
1701586052,10007012,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163455.00,0.7500,1109.52,01/02/2023,454.05,325,35,217940,54485.00,15888.75
1701586053,10007013,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163470.00,0.7500,1109.62,01/02/2023,454.09,325,35,217960,54490.00,15890.75
1701586054,10007014,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163485.00,0.7500,1109.72,01/02/2023,454.13,325,35,217980,54495.00,15892.75
1701586055,10007015,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163500.00,0.7500,1109.82,01/02/2023,454.17,325,35,218000,54500.00,15894.75
1701586056,10007016,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163515.00,0.7500,1109.93,01/02/2023,454.21,325,35,218020,54505.00,15896.75
1701586057,10007017,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163530.00,0.7500,1110.03,01/02/2023,454.26,325,35,218040,54510.00,15895.50
1701586058,10007018,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163545.00,0.7500,1110.13,01/02/2023,454.30,325,35,218060,54515.00,15897.50
1701586059,10007019,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163560.00,0.7500,1110.23,01/02/2023,454.34,325,35,218080,54520.00,15899.50
1701586060,10007020,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163575.00,0.7500,1110.33,01/02/2023,454.38,325,35,218100,54525.00,15901.50
1701586061,10007021,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163590.00,0.7500,1110.43,01/02/2023,454.42,325,35,218120,54530.00,15903.50
1701586062,10007022,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163605.00,0.7500,1110.54,01/02/2023,454.46,325,35,218140,54535.00,15905.50
1701586063,10007023,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163620.00,0.7500,1110.64,01/02/2023,454.51,325,35,218160,54540.00,15904.25
1701586064,10007024,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163635.00,0.7500,1110.74,01/02/2023,454.55,325,35,218180,54545.00,15906.25
1701586065,10007025,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163650.00,0.7500,1110.84,01/02/2023,454.59,325,35,218200,54550.00,15908.25
1701586066,10007026,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163665.00,0.7500,1110.94,01/02/2023,454.63,325,35,218220,54555.00,15910.25
1701586073,10007027,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163680.00,0.7500,1111.05,01/02/2023,454.67,325,35,218240,54560.00,15912.25
1701586074,10007028,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163695.00,0.7500,1111.15,01/02/2023,454.71,325,35,218260,54565.00,15914.25
1701586075,10007029,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163710.00,0.7500,1111.25,01/02/2023,454.76,325,35,218280,54570.00,15913.00
1701586076,10007030,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163725.00,0.7500,1111.35,01/02/2023,454.80,325,35,218300,54575.00,15915.00
1701586077,10007031,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163740.00,0.7500,1111.45,01/02/2023,454.84,325,35,218320,54580.00,15917.00
1701586083,10007032,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163755.00,0.7500,1111.55,01/02/2023,454.88,325,35,218340,54585.00,15919.00
1701586084,10007033,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163770.00,0.7500,1111.66,01/02/2023,454.92,325,35,218360,54590.00,15921.00
1701586085,10007034,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163785.00,0.7500,1111.76,01/02/2023,454.96,325,35,218380,54595.00,15923.00
1701586086,10007035,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163800.00,0.7500,1111.86,01/02/2023,455.01,325,35,218400,54600.00,15921.75
1701586087,10007036,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163815.00,0.7500,1111.96,01/02/2023,455.05,325,35,218420,54605.00,15923.75
1701586088,10007037,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163830.00,0.7500,1112.06,01/02/2023,455.09,325,35,218440,54610.00,15925.75
1701586089,10007038,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163845.00,0.7500,1112.17,01/02/2023,455.13,325,35,218460,54615.00,15927.75
1701586090,10007039,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163860.00,0.7500,1112.27,01/02/2023,455.17,325,35,218480,54620.00,15929.75
1701586091,10007040,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163875.00,0.7500,1112.37,01/02/2023,455.21,325,35,218500,54625.00,15931.75
1701586092,10007041,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163890.00,0.7500,1112.47,01/02/2023,455.26,325,35,218520,54630.00,15930.50
1701586098,10007042,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163905.00,0.7500,1112.57,01/02/2023,455.30,325,35,218540,54635.00,15932.50
1701586099,10007043,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163920.00,0.7500,1112.67,01/02/2023,455.34,325,35,218560,54640.00,15934.50
1701586100,10007044,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163935.00,0.7500,1112.78,01/02/2023,455.38,325,35,218580,54645.00,15936.50
1701586101,10007045,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163950.00,0.7500,1112.88,01/02/2023,455.42,325,35,218600,54650.00,15938.50
1701586102,10007046,30Yr fixed,360,0.0720,01/01/1996,01/01/2026,163965.00,0.7500,1112.98,01/02/2023,455.46,325,35,218620,54655.00,15940.50
