ecad_id,Asset_id,Program/product,term,Rate/margin,Disbursment Data ( start MTG Date),Completion Data ( Closing MTG Date),Initial Borrow capital,Loan to Value,Monthly repayment,Next due payment date,Monthly capital repayment with zero interest,Months already paid,Months due paid,Property Valuation,Customer Initial deposit
1700425643,10000504,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65835,0.7500,£442.44,01/02/2023,£182.88,349,11,87780,21945
1700426738,10000505,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65850,0.7500,£442.54,01/02/2023,£182.92,349,11,87800,21950
1700431352,10000506,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65865,0.7500,£442.64,01/02/2023,£182.96,349,11,87820,21955
1700431546,10000507,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65880,0.7500,£442.74,01/02/2023,£183.01,349,11,87840,21960
1700431863,10000508,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65895,0.7500,£442.84,01/02/2023,£183.05,349,11,87860,21965
1700432552,10000509,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65910,0.7500,£442.94,01/02/2023,£183.09,349,11,87880,21970
1700433099,10000510,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65925,0.7500,£443.04,01/02/2023,£183.13,349,11,87900,21975
1700433872,10000511,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65940,0.7500,£443.14,01/02/2023,£183.17,349,11,87920,21980
1700437179,10000512,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65955,0.7500,£443.24,01/02/2023,£183.21,349,11,87940,21985
1700437449,10000513,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65970,0.7500,£443.34,01/02/2023,£183.26,349,11,87960,21990
1700437490,10000514,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,65985,0.7500,£443.45,01/02/2023,£183.30,349,11,87980,21995
1700437587,10000515,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66000,0.7500,£443.55,01/02/2023,£183.34,349,11,88000,22000
1700437638,10000516,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66015,0.7500,£443.65,01/02/2023,£183.38,349,11,88020,22005
1700438307,10000517,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66030,0.7500,£443.75,01/02/2023,£183.42,349,11,88040,22010
1700438969,10000518,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66045,0.7500,£443.85,01/02/2023,£183.46,349,11,88060,22015
1700439120,10000519,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66060,0.7500,£443.95,01/02/2023,£183.51,349,11,88080,22020
1700439302,10000520,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66075,0.7500,£444.05,01/02/2023,£183.55,349,11,88100,22025
1700440087,10000521,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66090,0.7500,£444.15,01/02/2023,£183.59,349,11,88120,22030
1700442350,10000522,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66105,0.7500,£444.25,01/02/2023,£183.63,349,11,88140,22035
1700443371,10000523,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66120,0.7500,£444.35,01/02/2023,£183.67,349,11,88160,22040
1700444324,10000524,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66135,0.7500,£444.45,01/02/2023,£183.71,349,11,88180,22045
1700445926,10000525,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66150,0.7500,£444.55,01/02/2023,£183.76,349,11,88200,22050
1700446044,10000526,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66165,0.7500,£444.65,01/02/2023,£183.80,349,11,88220,22055
1700446962,10000527,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66180,0.7500,£444.76,01/02/2023,£183.84,349,11,88240,22060
1700447504,10000528,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66195,0.7500,£444.86,01/02/2023,£183.88,349,11,88260,22065
1700448369,10000529,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66210,0.7500,£444.96,01/02/2023,£183.92,349,11,88280,22070
1700449278,10000530,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66225,0.7500,£445.06,01/02/2023,£183.96,349,11,88300,22075
1700449789,10000531,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66240,0.7500,£445.16,01/02/2023,£184.01,349,11,88320,22080
1700449929,10000532,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66255,0.7500,£445.26,01/02/2023,£184.05,349,11,88340,22085
1700450296,10000533,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66270,0.7500,£445.36,01/02/2023,£184.09,349,11,88360,22090
1700451045,10000534,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66285,0.7500,£445.46,01/02/2023,£184.13,349,11,88380,22095
1700451505,10000535,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66300,0.7500,£445.56,01/02/2023,£184.17,349,11,88400,22100
1700452156,10000536,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66315,0.7500,£445.66,01/02/2023,£184.21,349,11,88420,22105
1700453234,10000537,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66330,0.7500,£445.76,01/02/2023,£184.26,349,11,88440,22110
1700453545,10000538,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66345,0.7500,£445.86,01/02/2023,£184.30,349,11,88460,22115
1700453889,10000539,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66360,0.7500,£445.97,01/02/2023,£184.34,349,11,88480,22120
1700454194,10000540,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66375,0.7500,£446.07,01/02/2023,£184.38,349,11,88500,22125
1700454350,10000541,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66390,0.7500,£446.17,01/02/2023,£184.42,349,11,88520,22130
1700454367,10000542,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66405,0.7500,£446.27,01/02/2023,£184.46,349,11,88540,22135
1700455630,10000543,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66420,0.7500,£446.37,01/02/2023,£184.51,349,11,88560,22140
1700464648,10000544,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66435,0.7500,£446.47,01/02/2023,£184.55,349,11,88580,22145
1700465699,10000545,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66450,0.7500,£446.57,01/02/2023,£184.59,349,11,88600,22150
1700466675,10000546,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66465,0.7500,£446.67,01/02/2023,£184.63,349,11,88620,22155
1700467178,10000547,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66480,0.7500,£446.77,01/02/2023,£184.67,349,11,88640,22160
1700468262,10000548,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66495,0.7500,£446.87,01/02/2023,£184.71,349,11,88660,22165
1700468285,10000549,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66510,0.7500,£446.97,01/02/2023,£184.76,349,11,88680,22170
1700468740,10000550,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66525,0.7500,£447.07,01/02/2023,£184.80,349,11,88700,22175
1700469774,10000551,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66540,0.7500,£447.18,01/02/2023,£184.84,349,11,88720,22180
1700469789,10000552,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66555,0.7500,£447.28,01/02/2023,£184.88,349,11,88740,22185
1700472590,10000553,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66570,0.7500,£447.38,01/02/2023,£184.92,349,11,88760,22190
1700474772,10000554,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66585,0.7500,£447.48,01/02/2023,£184.96,349,11,88780,22195
1700476011,10000555,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66600,0.7500,£447.58,01/02/2023,£185.01,349,11,88800,22200
1700477045,10000556,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66615,0.7500,£447.68,01/02/2023,£185.05,349,11,88820,22205
1700478290,10000557,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66630,0.7500,£447.78,01/02/2023,£185.09,349,11,88840,22210
1700478532,10000558,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66645,0.7500,£447.88,01/02/2023,£185.13,349,11,88860,22215
1700479193,10000559,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66660,0.7500,£447.98,01/02/2023,£185.17,349,11,88880,22220
1700481169,10000560,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66675,0.7500,£448.08,01/02/2023,£185.21,349,11,88900,22225
1700482145,10000561,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66690,0.7500,£448.18,01/02/2023,£185.26,349,11,88920,22230
1700482165,10000562,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66705,0.7500,£448.28,01/02/2023,£185.30,349,11,88940,22235
1700482760,10000563,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66720,0.7500,£448.38,01/02/2023,£185.34,349,11,88960,22240
1700483608,10000564,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66735,0.7500,£448.49,01/02/2023,£185.38,349,11,88980,22245
1700484474,10000565,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66750,0.7500,£448.59,01/02/2023,£185.42,349,11,89000,22250
1700485062,10000566,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66765,0.7500,£448.69,01/02/2023,£185.46,349,11,89020,22255
1700485369,10000567,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66780,0.7500,£448.79,01/02/2023,£185.51,349,11,89040,22260
1700485463,10000568,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66795,0.7500,£448.89,01/02/2023,£185.55,349,11,89060,22265
1700485478,10000569,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66810,0.7500,£448.99,01/02/2023,£185.59,349,11,89080,22270
1700485762,10000570,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66825,0.7500,£449.09,01/02/2023,£185.63,349,11,89100,22275
1700485864,10000571,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66840,0.7500,£449.19,01/02/2023,£185.67,349,11,89120,22280
1700486398,10000572,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66855,0.7500,£449.29,01/02/2023,£185.71,349,11,89140,22285
1700486870,10000573,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66870,0.7500,£449.39,01/02/2023,£185.76,349,11,89160,22290
1700487326,10000574,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66885,0.7500,£449.49,01/02/2023,£185.80,349,11,89180,22295
1700487423,10000575,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66900,0.7500,£449.59,01/02/2023,£185.84,349,11,89200,22300
1700487733,10000576,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66915,0.7500,£449.70,01/02/2023,£185.88,349,11,89220,22305
1700488101,10000577,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66930,0.7500,£449.80,01/02/2023,£185.92,349,11,89240,22310
1700488197,10000578,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66945,0.7500,£449.90,01/02/2023,£185.96,349,11,89260,22315
1700490002,10000579,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66960,0.7500,£450.00,01/02/2023,£186.01,349,11,89280,22320
1700490157,10000580,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66975,0.7500,£450.10,01/02/2023,£186.05,349,11,89300,22325
1700491601,10000581,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,66990,0.7500,£450.20,01/02/2023,£186.09,349,11,89320,22330
1700491976,10000582,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67005,0.7500,£450.30,01/02/2023,£186.13,349,11,89340,22335
1700492320,10000583,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67020,0.7500,£450.40,01/02/2023,£186.17,349,11,89360,22340
1700493508,10000584,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67035,0.7500,£450.50,01/02/2023,£186.21,349,11,89380,22345
1700493555,10000585,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67050,0.7500,£450.60,01/02/2023,£186.26,349,11,89400,22350
1700494629,10000586,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67065,0.7500,£450.70,01/02/2023,£186.30,349,11,89420,22355
1700495755,10000587,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67080,0.7500,£450.80,01/02/2023,£186.34,349,11,89440,22360
1700495972,10000588,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67095,0.7500,£450.90,01/02/2023,£186.38,349,11,89460,22365
1701342849,10000589,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67110,0.7500,£451.01,01/02/2023,£186.42,349,11,89480,22370
1701343236,10000590,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67125,0.7500,£451.11,01/02/2023,£186.46,349,11,89500,22375
1701345164,10000591,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67140,0.7500,£451.21,01/02/2023,£186.51,349,11,89520,22380
1701432713,10000592,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67155,0.7500,£451.31,01/02/2023,£186.55,349,11,89540,22385
1701432742,10000593,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67170,0.7500,£451.41,01/02/2023,£186.59,349,11,89560,22390
1701432743,10000594,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67185,0.7500,£451.51,01/02/2023,£186.63,349,11,89580,22395
1701432744,10000595,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67200,0.7500,£451.61,01/02/2023,£186.67,349,11,89600,22400
1701432745,10000596,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67215,0.7500,£451.71,01/02/2023,£186.71,349,11,89620,22405
1701432746,10000597,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67230,0.7500,£451.81,01/02/2023,£186.76,349,11,89640,22410
1701432747,10000598,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67245,0.7500,£451.91,01/02/2023,£186.80,349,11,89660,22415
1701432748,10000599,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67260,0.7500,£452.01,01/02/2023,£186.84,349,11,89680,22420
1701432751,10000600,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67275,0.7500,£452.11,01/02/2023,£186.88,349,11,89700,22425
1701432752,10000601,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67290,0.7500,£452.22,01/02/2023,£186.92,349,11,89720,22430
1701432753,10000602,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67305,0.7500,£452.32,01/02/2023,£186.96,349,11,89740,22435
1701432769,10000603,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67320,0.7500,£452.42,01/02/2023,£187.01,349,11,89760,22440
1701432772,10000604,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67335,0.7500,£452.52,01/02/2023,£187.05,349,11,89780,22445
1701432773,10000605,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67350,0.7500,£452.62,01/02/2023,£187.09,349,11,89800,22450
1701432775,10000606,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67365,0.7500,£452.72,01/02/2023,£187.13,349,11,89820,22455
1701432776,10000607,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67380,0.7500,£452.82,01/02/2023,£187.17,349,11,89840,22460
1701432777,10000608,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67395,0.7500,£452.92,01/02/2023,£187.21,349,11,89860,22465
1701432778,10000609,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67410,0.7500,£453.02,01/02/2023,£187.26,349,11,89880,22470
1701432779,10000610,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67425,0.7500,£453.12,01/02/2023,£187.30,349,11,89900,22475
1701432780,10000611,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67440,0.7500,£453.22,01/02/2023,£187.34,349,11,89920,22480
1701432781,10000612,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67455,0.7500,£453.32,01/02/2023,£187.38,349,11,89940,22485
1701432782,10000613,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67470,0.7500,£453.42,01/02/2023,£187.42,349,11,89960,22490
1701432783,10000614,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67485,0.7500,£453.53,01/02/2023,£187.46,349,11,89980,22495
1701432784,10000615,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67500,0.7500,£453.63,01/02/2023,£187.51,349,11,90000,22500
1701432785,10000616,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67515,0.7500,£453.73,01/02/2023,£187.55,349,11,90020,22505
1701432786,10000617,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67530,0.7500,£453.83,01/02/2023,£187.59,349,11,90040,22510
1701432787,10000618,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67545,0.7500,£453.93,01/02/2023,£187.63,349,11,90060,22515
1701432788,10000619,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67560,0.7500,£454.03,01/02/2023,£187.67,349,11,90080,22520
1701432789,10000620,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67575,0.7500,£454.13,01/02/2023,£187.71,349,11,90100,22525
1701432790,10000621,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67590,0.7500,£454.23,01/02/2023,£187.76,349,11,90120,22530
1701432791,10000622,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67605,0.7500,£454.33,01/02/2023,£187.80,349,11,90140,22535
1701432792,10000623,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67620,0.7500,£454.43,01/02/2023,£187.84,349,11,90160,22540
1701432793,10000624,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67635,0.7500,£454.53,01/02/2023,£187.88,349,11,90180,22545
1701432794,10000625,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67650,0.7500,£454.63,01/02/2023,£187.92,349,11,90200,22550
1701432795,10000626,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67665,0.7500,£454.74,01/02/2023,£187.96,349,11,90220,22555
1701432796,10000627,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67680,0.7500,£454.84,01/02/2023,£188.01,349,11,90240,22560
1701432797,10000628,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67695,0.7500,£454.94,01/02/2023,£188.05,349,11,90260,22565
1701432798,10000629,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67710,0.7500,£455.04,01/02/2023,£188.09,349,11,90280,22570
1701432799,10000630,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67725,0.7500,£455.14,01/02/2023,£188.13,349,11,90300,22575
1701432800,10000631,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67740,0.7500,£455.24,01/02/2023,£188.17,349,11,90320,22580
1701432801,10000632,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67755,0.7500,£455.34,01/02/2023,£188.21,349,11,90340,22585
1701432805,10000633,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67770,0.7500,£455.44,01/02/2023,£188.26,349,11,90360,22590
1701432813,10000634,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67785,0.7500,£455.54,01/02/2023,£188.30,349,11,90380,22595
1701432816,10000635,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67800,0.7500,£455.64,01/02/2023,£188.34,349,11,90400,22600
1701432817,10000636,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67815,0.7500,£455.74,01/02/2023,£188.38,349,11,90420,22605
1701432818,10000637,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67830,0.7500,£455.84,01/02/2023,£188.42,349,11,90440,22610
1701432819,10000638,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67845,0.7500,£455.95,01/02/2023,£188.46,349,11,90460,22615
1701432820,10000639,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67860,0.7500,£456.05,01/02/2023,£188.51,349,11,90480,22620
1701432821,10000640,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67875,0.7500,£456.15,01/02/2023,£188.55,349,11,90500,22625
1701432822,10000641,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67890,0.7500,£456.25,01/02/2023,£188.59,349,11,90520,22630
1701432904,10000642,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67905,0.7500,£456.35,01/02/2023,£188.63,349,11,90540,22635
1701432905,10000643,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67920,0.7500,£456.45,01/02/2023,£188.67,349,11,90560,22640
1701432906,10000644,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67935,0.7500,£456.55,01/02/2023,£188.71,349,11,90580,22645
1701432907,10000645,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67950,0.7500,£456.65,01/02/2023,£188.76,349,11,90600,22650
1701432908,10000646,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67965,0.7500,£456.75,01/02/2023,£188.80,349,11,90620,22655
1701432909,10000647,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67980,0.7500,£456.85,01/02/2023,£188.84,349,11,90640,22660
1701432910,10000648,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,67995,0.7500,£456.95,01/02/2023,£188.88,349,11,90660,22665
1701432911,10000649,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68010,0.7500,£457.05,01/02/2023,£188.92,349,11,90680,22670
1701432912,10000650,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68025,0.7500,£457.15,01/02/2023,£188.96,349,11,90700,22675
1701432913,10000651,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68040,0.7500,£457.26,01/02/2023,£189.01,349,11,90720,22680
1701432968,10000652,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68055,0.7500,£457.36,01/02/2023,£189.05,349,11,90740,22685
1701432969,10000653,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68070,0.7500,£457.46,01/02/2023,£189.09,349,11,90760,22690
1701432970,10000654,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68085,0.7500,£457.56,01/02/2023,£189.13,349,11,90780,22695
1701432971,10000655,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68100,0.7500,£457.66,01/02/2023,£189.17,349,11,90800,22700
1701432972,10000656,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68115,0.7500,£457.76,01/02/2023,£189.21,349,11,90820,22705
1701432974,10000657,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68130,0.7500,£457.86,01/02/2023,£189.26,349,11,90840,22710
1701432975,10000658,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68145,0.7500,£457.96,01/02/2023,£189.30,349,11,90860,22715
1701432976,10000659,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68160,0.7500,£458.06,01/02/2023,£189.34,349,11,90880,22720
1701432977,10000660,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68175,0.7500,£458.16,01/02/2023,£189.38,349,11,90900,22725
1701432978,10000661,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68190,0.7500,£458.26,01/02/2023,£189.42,349,11,90920,22730
1701432979,10000662,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68205,0.7500,£458.36,01/02/2023,£189.46,349,11,90940,22735
1701432980,10000663,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68220,0.7500,£458.47,01/02/2023,£189.51,349,11,90960,22740
1701432990,10000664,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68235,0.7500,£458.57,01/02/2023,£189.55,349,11,90980,22745
1701432991,10000665,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68250,0.7500,£458.67,01/02/2023,£189.59,349,11,91000,22750
1701432992,10000666,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68265,0.7500,£458.77,01/02/2023,£189.63,349,11,91020,22755
1701432993,10000667,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68280,0.7500,£458.87,01/02/2023,£189.67,349,11,91040,22760
1701432994,10000668,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68295,0.7500,£458.97,01/02/2023,£189.71,349,11,91060,22765
1701432996,10000669,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68310,0.7500,£459.07,01/02/2023,£189.76,349,11,91080,22770
1701432997,10000670,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68325,0.7500,£459.17,01/02/2023,£189.80,349,11,91100,22775
1701432998,10000671,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68340,0.7500,£459.27,01/02/2023,£189.84,349,11,91120,22780
1701432999,10000672,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68355,0.7500,£459.37,01/02/2023,£189.88,349,11,91140,22785
1701433001,10000673,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68370,0.7500,£459.47,01/02/2023,£189.92,349,11,91160,22790
1701433024,10000674,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68385,0.7500,£459.57,01/02/2023,£189.96,349,11,91180,22795
1701433025,10000675,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68400,0.7500,£459.67,01/02/2023,£190.01,349,11,91200,22800
1701433026,10000676,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68415,0.7500,£459.78,01/02/2023,£190.05,349,11,91220,22805
1701433027,10000677,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68430,0.7500,£459.88,01/02/2023,£190.09,349,11,91240,22810
1701433029,10000678,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68445,0.7500,£459.98,01/02/2023,£190.13,349,11,91260,22815
1701433031,10000679,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68460,0.7500,£460.08,01/02/2023,£190.17,349,11,91280,22820
1701433040,10000680,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68475,0.7500,£460.18,01/02/2023,£190.21,349,11,91300,22825
1701433041,10000681,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68490,0.7500,£460.28,01/02/2023,£190.26,349,11,91320,22830
1701433042,10000682,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68505,0.7500,£460.38,01/02/2023,£190.30,349,11,91340,22835
1701433044,10000683,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68520,0.7500,£460.48,01/02/2023,£190.34,349,11,91360,22840
1701433045,10000684,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68535,0.7500,£460.58,01/02/2023,£190.38,349,11,91380,22845
1701433046,10000685,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68550,0.7500,£460.68,01/02/2023,£190.42,349,11,91400,22850
1701433109,10000686,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68565,0.7500,£460.78,01/02/2023,£190.46,349,11,91420,22855
1701433110,10000687,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68580,0.7500,£460.88,01/02/2023,£190.51,349,11,91440,22860
1701433111,10000688,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68595,0.7500,£460.99,01/02/2023,£190.55,349,11,91460,22865
1701433112,10000689,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68610,0.7500,£461.09,01/02/2023,£190.59,349,11,91480,22870
1701433113,10000690,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68625,0.7500,£461.19,01/02/2023,£190.63,349,11,91500,22875
1701433115,10000691,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68640,0.7500,£461.29,01/02/2023,£190.67,349,11,91520,22880
1701433116,10000692,30Yr fixed,360,0.0710,01/01/1994,01/01/2024,68655,0.7500,£461.39,01/02/2023,£190.71,349,11,91540,22885
