ecad_id,Asset_id,Program/product,term,Mortgage Outstanding Balance,Rate/margin,Disbursment Data ( start MTG Date),Completion Data ( Closing MTG Date),Initial Borrow capital,Loan to Value,Monthly repayment,Next due payment date,Monthly capital repayment with zero interest,Months already paid,Months due paid,Property Valuation,Customer Initial deposit
1701439715,,,,,,,,,,,,,,,,
1701439716,,,,,,,,,,,,,,,,
1701439717,,,,,,,,,,,,,,,,
1701439718,,,,,,,,,,,,,,,,
1701439719,,,,,,,,,,,,,,,,
1701439721,,,,,,,,,,,,,,,,
1701439723,,,,,,,,,,,,,,,,
1701439724,,,,,,,,,,,,,,,,
1701439725,,,,,,,,,,,,,,,,
1701439726,,,,,,,,,,,,,,,,
1701439733,,,,,,,,,,,,,,,,
1701439734,,,,,,,,,,,,,,,,
1701439735,,,,,,,,,,,,,,,,
1701439736,,,,,,,,,,,,,,,,
1701439737,,,,,,,,,,,,,,,,
1701439738,,,,,,,,,,,,,,,,
1701439739,,,,,,,,,,,,,,,,
1701439740,,,,,,,,,,,,,,,,
1701439741,,,,,,,,,,,,,,,,
1701439742,,,,,,,,,,,,,,,,
1701439743,,,,,,,,,,,,,,,,
1701439744,,,,,,,,,,,,,,,,
1701439745,,,,,,,,,,,,,,,,
1701439746,,,,,,,,,,,,,,,,
1701439751,,,,,,,,,,,,,,,,
1701439763,,,,,,,,,,,,,,,,
1701439764,,,,,,,,,,,,,,,,
1701439765,,,,,,,,,,,,,,,,
1701439766,,,,,,,,,,,,,,,,
1701439767,,,,,,,,,,,,,,,,
1701439768,,,,,,,,,,,,,,,,
1701439769,,,,,,,,,,,,,,,,
1701439770,,,,,,,,,,,,,,,,
1701439771,,,,,,,,,,,,,,,,
1701439773,,,,,,,,,,,,,,,,
1701439774,,,,,,,,,,,,,,,,
1701439775,,,,,,,,,,,,,,,,
1701439776,,,,,,,,,,,,,,,,
1701439777,,,,,,,,,,,,,,,,
1701439778,,,,,,,,,,,,,,,,
1701439779,,,,,,,,,,,,,,,,
1701439780,,,,,,,,,,,,,,,,
1701439781,,,,,,,,,,,,,,,,
1701439782,,,,,,,,,,,,,,,,
1701439783,,,,,,,,,,,,,,,,
1701439784,,,,,,,,,,,,,,,,
1701439785,,,,,,,,,,,,,,,,
1701439786,,,,,,,,,,,,,,,,
1701439787,,,,,,,,,,,,,,,,
1701439788,,,,,,,,,,,,,,,,
1701439789,,,,,,,,,,,,,,,,
1701439790,,,,,,,,,,,,,,,,
1701439791,,,,,,,,,,,,,,,,
1701439792,,,,,,,,,,,,,,,,
1701439793,,,,,,,,,,,,,,,,
1701439794,,,,,,,,,,,,,,,,
1701439795,,,,,,,,,,,,,,,,
1701439796,,,,,,,,,,,,,,,,
1701439797,,,,,,,,,,,,,,,,
1701439798,,,,,,,,,,,,,,,,
1701439799,,,,,,,,,,,,,,,,
1701439800,,,,,,,,,,,,,,,,
1701439801,,,,,,,,,,,,,,,,
1701439802,,,,,,,,,,,,,,,,
1701439803,,,,,,,,,,,,,,,,
1701439804,,,,,,,,,,,,,,,,
1701439805,,,,,,,,,,,,,,,,
1701439806,,,,,,,,,,,,,,,,
1701439807,,,,,,,,,,,,,,,,
1701439808,,,,,,,,,,,,,,,,
1701439809,,,,,,,,,,,,,,,,
1701439810,,,,,,,,,,,,,,,,
1701439811,,,,,,,,,,,,,,,,
1701439812,,,,,,,,,,,,,,,,
1701439860,,,,,,,,,,,,,,,,
1701439861,,,,,,,,,,,,,,,,
1701439862,,,,,,,,,,,,,,,,
1701439863,,,,,,,,,,,,,,,,
1701439866,,,,,,,,,,,,,,,,
1701439867,,,,,,,,,,,,,,,,
1701439868,,,,,,,,,,,,,,,,
1701439869,,,,,,,,,,,,,,,,
1701439871,,,,,,,,,,,,,,,,
1701439872,,,,,,,,,,,,,,,,
1701439873,,,,,,,,,,,,,,,,
1701439874,,,,,,,,,,,,,,,,
1701439904,,,,,,,,,,,,,,,,
1701439905,,,,,,,,,,,,,,,,
1701439906,,,,,,,,,,,,,,,,
1701439907,,,,,,,,,,,,,,,,
1701439956,,,,,,,,,,,,,,,,
1701439957,,,,,,,,,,,,,,,,
1701439967,,,,,,,,,,,,,,,,
1701439968,,,,,,,,,,,,,,,,
1701439969,,,,,,,,,,,,,,,,
1701439970,,,,,,,,,,,,,,,,
1701439971,,,,,,,,,,,,,,,,
1701439972,,,,,,,,,,,,,,,,
1701439973,,,,,,,,,,,,,,,,
1701439974,,,,,,,,,,,,,,,,
1701439975,,,,,,,,,,,,,,,,
1701439976,,,,,,,,,,,,,,,,
1701439977,,,,,,,,,,,,,,,,
1701439978,,,,,,,,,,,,,,,,
1701439982,,,,,,,,,,,,,,,,
1701439983,,,,,,,,,,,,,,,,
1701439984,,,,,,,,,,,,,,,,
1701439985,,,,,,,,,,,,,,,,
1701439986,,,,,,,,,,,,,,,,
1701439987,,,,,,,,,,,,,,,,
1701439988,,,,,,,,,,,,,,,,
1701439989,,,,,,,,,,,,,,,,
1701439990,,,,,,,,,,,,,,,,
1701439992,,,,,,,,,,,,,,,,
1701439993,,,,,,,,,,,,,,,,
1701439994,,,,,,,,,,,,,,,,
1701439995,,,,,,,,,,,,,,,,
1701439996,,,,,,,,,,,,,,,,
1701439997,,,,,,,,,,,,,,,,
1701439998,,,,,,,,,,,,,,,,
1701439999,,,,,,,,,,,,,,,,
1701440000,,,,,,,,,,,,,,,,
1701440001,,,,,,,,,,,,,,,,
1701440002,,,,,,,,,,,,,,,,
1701440003,,,,,,,,,,,,,,,,
1701440004,,,,,,,,,,,,,,,,
1701440005,,,,,,,,,,,,,,,,
1701440006,,,,,,,,,,,,,,,,
1701440007,,,,,,,,,,,,,,,,
1701440008,,,,,,,,,,,,,,,,
1701440009,,,,,,,,,,,,,,,,
1701440010,,,,,,,,,,,,,,,,
1701440011,,,,,,,,,,,,,,,,
1701440012,,,,,,,,,,,,,,,,
1701440013,,,,,,,,,,,,,,,,
1701440014,,,,,,,,,,,,,,,,
1701440015,,,,,,,,,,,,,,,,
1701442833,,,,,,,,,,,,,,,,
1701442834,,,,,,,,,,,,,,,,
1701442835,,,,,,,,,,,,,,,,
1701442836,,,,,,,,,,,,,,,,
1701442837,,,,,,,,,,,,,,,,
1701442838,,,,,,,,,,,,,,,,
1701442839,,,,,,,,,,,,,,,,
1701442842,,,,,,,,,,,,,,,,
1701442843,,,,,,,,,,,,,,,,
1701442844,,,,,,,,,,,,,,,,
1701442846,,,,,,,,,,,,,,,,
1701442847,,,,,,,,,,,,,,,,
1701442853,,,,,,,,,,,,,,,,
1701442854,,,,,,,,,,,,,,,,
1701442855,,,,,,,,,,,,,,,,
1701442857,,,,,,,,,,,,,,,,
1701442863,,,,,,,,,,,,,,,,
1701442903,,,,,,,,,,,,,,,,
1701442904,,,,,,,,,,,,,,,,
1701442905,,,,,,,,,,,,,,,,
1701442906,,,,,,,,,,,,,,,,
1701442907,,,,,,,,,,,,,,,,
1701442908,,,,,,,,,,,,,,,,
1701442909,,,,,,,,,,,,,,,,
1701442911,,,,,,,,,,,,,,,,
1701442912,,,,,,,,,,,,,,,,
1701442913,,,,,,,,,,,,,,,,
1701442918,,,,,,,,,,,,,,,,
1701442941,,,,,,,,,,,,,,,,
1701442942,,,,,,,,,,,,,,,,
1701445114,,,,,,,,,,,,,,,,
1701445123,,,,,,,,,,,,,,,,
1701445271,,,,,,,,,,,,,,,,
1701445272,,,,,,,,,,,,,,,,
1701445275,,,,,,,,,,,,,,,,
1701447209,,,,,,,,,,,,,,,,
1701447235,,,,,,,,,,,,,,,,
1701447236,,,,,,,,,,,,,,,,
1701447239,,,,,,,,,,,,,,,,
1701447250,,,,,,,,,,,,,,,,
1701447251,,,,,,,,,,,,,,,,
1701447252,,,,,,,,,,,,,,,,
1701447253,,,,,,,,,,,,,,,,
1701447254,,,,,,,,,,,,,,,,
1701447785,,,,,,,,,,,,,,,,
1701447786,,,,,,,,,,,,,,,,
1701447787,,,,,,,,,,,,,,,,
1701447936,,,,,,,,,,,,,,,,
1701448014,,,,,,,,,,,,,,,,
1701448806,,,,,,,,,,,,,,,,
1701448880,,,,,,,,,,,,,,,,
1701448882,,,,,,,,,,,,,,,,
1701448883,,,,,,,,,,,,,,,,
1701449110,,,,,,,,,,,,,,,,
1701449112,,,,,,,,,,,,,,,,
1701449113,,,,,,,,,,,,,,,,
1701449114,,,,,,,,,,,,,,,,
1701449121,,,,,,,,,,,,,,,,
1701449122,,,,,,,,,,,,,,,,
1701449123,,,,,,,,,,,,,,,,
1701449124,,,,,,,,,,,,,,,,
1701449819,,,,,,,,,,,,,,,,
1701449820,,,,,,,,,,,,,,,,
1701465841,,,,,,,,,,,,,,,,
1701465842,,,,,,,,,,,,,,,,
1701465843,,,,,,,,,,,,,,,,
1701465844,,,,,,,,,,,,,,,,
1701465845,,,,,,,,,,,,,,,,
1701465851,,,,,,,,,,,,,,,,
1701465852,,,,,,,,,,,,,,,,
1701465864,,,,,,,,,,,,,,,,
1701465873,,,,,,,,,,,,,,,,
1701465874,,,,,,,,,,,,,,,,
1701465875,,,,,,,,,,,,,,,,
1701465898,,,,,,,,,,,,,,,,
1701465899,,,,,,,,,,,,,,,,
1701465900,,,,,,,,,,,,,,,,
1701465901,,,,,,,,,,,,,,,,
1701465902,,,,,,,,,,,,,,,,
1701465903,,,,,,,,,,,,,,,,
1701465904,,,,,,,,,,,,,,,,
1701465905,,,,,,,,,,,,,,,,
1701465907,,,,,,,,,,,,,,,,
1701468727,,,,,,,,,,,,,,,,
1701468729,,,,,,,,,,,,,,,,
1701468730,,,,,,,,,,,,,,,,
1701468731,,,,,,,,,,,,,,,,
1701468732,,,,,,,,,,,,,,,,
1701468733,,,,,,,,,,,,,,,,
1701468734,,,,,,,,,,,,,,,,
1701468735,,,,,,,,,,,,,,,,
1701469384,,,,,,,,,,,,,,,,
1701469386,,,,,,,,,,,,,,,,
1701469387,,,,,,,,,,,,,,,,
1701469388,,,,,,,,,,,,,,,,
1701469389,,,,,,,,,,,,,,,,
1701469390,,,,,,,,,,,,,,,,
1701469391,,,,,,,,,,,,,,,,
1701469392,,,,,,,,,,,,,,,,
1701469393,,,,,,,,,,,,,,,,
1701469394,,,,,,,,,,,,,,,,
1701469395,,,,,,,,,,,,,,,,
1701469396,,,,,,,,,,,,,,,,
1701469397,,,,,,,,,,,,,,,,
1701469398,,,,,,,,,,,,,,,,
1701469399,,,,,,,,,,,,,,,,
1701469400,,,,,,,,,,,,,,,,
1701469401,,,,,,,,,,,,,,,,
1701469403,,,,,,,,,,,,,,,,
1701469404,,,,,,,,,,,,,,,,
1701469405,,,,,,,,,,,,,,,,
1701469406,,,,,,,,,,,,,,,,
1701469407,,,,,,,,,,,,,,,,
1701469408,,,,,,,,,,,,,,,,
1701469409,,,,,,,,,,,,,,,,
1701469410,,,,,,,,,,,,,,,,
1701469608,,,,,,,,,,,,,,,,
1701469640,,,,,,,,,,,,,,,,
1701469641,,,,,,,,,,,,,,,,
1701469642,,,,,,,,,,,,,,,,
1701469643,,,,,,,,,,,,,,,,
1701469644,,,,,,,,,,,,,,,,
1701469645,,,,,,,,,,,,,,,,
1701469646,,,,,,,,,,,,,,,,
1701469647,,,,,,,,,,,,,,,,
1701469651,,,,,,,,,,,,,,,,
1701469803,,,,,,,,,,,,,,,,
1701469910,,,,,,,,,,,,,,,,
1701469911,,,,,,,,,,,,,,,,
1701469912,,,,,,,,,,,,,,,,
1701469913,,,,,,,,,,,,,,,,
1701469914,,,,,,,,,,,,,,,,
1701469915,,,,,,,,,,,,,,,,
1701469916,,,,,,,,,,,,,,,,
1701469917,,,,,,,,,,,,,,,,
1701469918,,,,,,,,,,,,,,,,
1701469919,,,,,,,,,,,,,,,,
1701469920,,,,,,,,,,,,,,,,
1701469921,,,,,,,,,,,,,,,,
1701469922,,,,,,,,,,,,,,,,
1701469923,,,,,,,,,,,,,,,,
1701469924,,,,,,,,,,,,,,,,
1701469925,,,,,,,,,,,,,,,,
1701469926,,,,,,,,,,,,,,,,
1701469927,,,,,,,,,,,,,,,,
1701469928,,,,,,,,,,,,,,,,
1701469929,,,,,,,,,,,,,,,,
1701469930,,,,,,,,,,,,,,,,
1701469931,,,,,,,,,,,,,,,,
1701469932,,,,,,,,,,,,,,,,
1701470416,,,,,,,,,,,,,,,,
1701470472,,,,,,,,,,,,,,,,
1701470473,,,,,,,,,,,,,,,,
1701470513,,,,,,,,,,,,,,,,
1701470885,,,,,,,,,,,,,,,,
1701470886,,,,,,,,,,,,,,,,
1701470890,,,,,,,,,,,,,,,,
1701470905,,,,,,,,,,,,,,,,
1701470906,,,,,,,,,,,,,,,,
1701470907,,,,,,,,,,,,,,,,
1701470908,,,,,,,,,,,,,,,,
1701470909,,,,,,,,,,,,,,,,
1701470917,,,,,,,,,,,,,,,,
1701470918,,,,,,,,,,,,,,,,
1701471349,,,,,,,,,,,,,,,,
1701471350,,,,,,,,,,,,,,,,
1701471351,,,,,,,,,,,,,,,,
1701471352,,,,,,,,,,,,,,,,
1701471353,,,,,,,,,,,,,,,,
1701471354,,,,,,,,,,,,,,,,
1701471355,,,,,,,,,,,,,,,,
1701471356,,,,,,,,,,,,,,,,
1701471357,,,,,,,,,,,,,,,,
1701471358,,,,,,,,,,,,,,,,
1701471359,,,,,,,,,,,,,,,,
1701471360,,,,,,,,,,,,,,,,
1701471361,,,,,,,,,,,,,,,,
1701471362,,,,,,,,,,,,,,,,
1701471363,,,,,,,,,,,,,,,,
1701471364,,,,,,,,,,,,,,,,
1701471365,,,,,,,,,,,,,,,,
1701471373,,,,,,,,,,,,,,,,
1701471374,,,,,,,,,,,,,,,,
1701471376,,,,,,,,,,,,,,,,
1701471377,,,,,,,,,,,,,,,,
1701471378,,,,,,,,,,,,,,,,
1701471379,,,,,,,,,,,,,,,,
1701471380,,,,,,,,,,,,,,,,
1701471381,,,,,,,,,,,,,,,,
1701471382,,,,,,,,,,,,,,,,
1701471383,,,,,,,,,,,,,,,,
1701471384,,,,,,,,,,,,,,,,
1701471385,,,,,,,,,,,,,,,,
1701471386,,,,,,,,,,,,,,,,
1701471387,,,,,,,,,,,,,,,,
1701471388,,,,,,,,,,,,,,,,
1701471389,,,,,,,,,,,,,,,,
1701471390,,,,,,,,,,,,,,,,
1701471391,,,,,,,,,,,,,,,,
1701471392,,,,,,,,,,,,,,,,
1701471393,,,,,,,,,,,,,,,,
1701471394,,,,,,,,,,,,,,,,
1701471395,,,,,,,,,,,,,,,,
1701471396,,,,,,,,,,,,,,,,
1701471397,,,,,,,,,,,,,,,,
1701471398,,,,,,,,,,,,,,,,
1701471399,,,,,,,,,,,,,,,,
1701471432,,,,,,,,,,,,,,,,
1701471433,,,,,,,,,,,,,,,,
1701471434,,,,,,,,,,,,,,,,
1701471435,,,,,,,,,,,,,,,,
1701471436,,,,,,,,,,,,,,,,
1701471437,,,,,,,,,,,,,,,,
1701471438,,,,,,,,,,,,,,,,
1701471439,,,,,,,,,,,,,,,,
1701471704,,,,,,,,,,,,,,,,
1701471705,,,,,,,,,,,,,,,,
1701471706,,,,,,,,,,,,,,,,
1701472672,,,,,,,,,,,,,,,,
1701472679,,,,,,,,,,,,,,,,
1701472680,,,,,,,,,,,,,,,,
1701472681,,,,,,,,,,,,,,,,
1701472682,,,,,,,,,,,,,,,,
1701472683,,,,,,,,,,,,,,,,
1701472684,,,,,,,,,,,,,,,,
1701472685,,,,,,,,,,,,,,,,
1701472686,,,,,,,,,,,,,,,,
1701472687,,,,,,,,,,,,,,,,
1701472783,,,,,,,,,,,,,,,,
1701472928,,,,,,,,,,,,,,,,
1701472929,,,,,,,,,,,,,,,,
1701472930,,,,,,,,,,,,,,,,
1701472961,,,,,,,,,,,,,,,,
1701472962,,,,,,,,,,,,,,,,
1701472963,,,,,,,,,,,,,,,,
1701472965,,,,,,,,,,,,,,,,
1701472966,,,,,,,,,,,,,,,,
1701473166,,,,,,,,,,,,,,,,
1701473167,,,,,,,,,,,,,,,,
1701473168,,,,,,,,,,,,,,,,
1701473170,,,,,,,,,,,,,,,,
1701473221,,,,,,,,,,,,,,,,
1701473316,,,,,,,,,,,,,,,,
1701473317,,,,,,,,,,,,,,,,
1701473318,,,,,,,,,,,,,,,,
1701473350,,,,,,,,,,,,,,,,
1701473351,,,,,,,,,,,,,,,,
1701473352,,,,,,,,,,,,,,,,
1701559575,,,,,,,,,,,,,,,,
1701559576,,,,,,,,,,,,,,,,
1701560188,,,,,,,,,,,,,,,,
1701560189,,,,,,,,,,,,,,,,
1701560190,,,,,,,,,,,,,,,,
1701560191,,,,,,,,,,,,,,,,
1701560192,,,,,,,,,,,,,,,,
1701560193,,,,,,,,,,,,,,,,
1701560194,,,,,,,,,,,,,,,,
1701560195,,,,,,,,,,,,,,,,
1701560196,,,,,,,,,,,,,,,,
1701560197,,,,,,,,,,,,,,,,
1701560198,,,,,,,,,,,,,,,,
1701560200,,,,,,,,,,,,,,,,
1701560201,,,,,,,,,,,,,,,,
1701560202,,,,,,,,,,,,,,,,
1701560204,,,,,,,,,,,,,,,,
1701560205,,,,,,,,,,,,,,,,
1701560206,,,,,,,,,,,,,,,,
1701560207,,,,,,,,,,,,,,,,
1701560208,,,,,,,,,,,,,,,,
1701560209,,,,,,,,,,,,,,,,
1701560210,,,,,,,,,,,,,,,,
1701560211,,,,,,,,,,,,,,,,
1701560212,,,,,,,,,,,,,,,,
1701560213,,,,,,,,,,,,,,,,
1701560214,,,,,,,,,,,,,,,,
1701560215,,,,,,,,,,,,,,,,
1701560217,,,,,,,,,,,,,,,,
1701560218,,,,,,,,,,,,,,,,
1701560219,,,,,,,,,,,,,,,,
1701560220,,,,,,,,,,,,,,,,
1701560221,,,,,,,,,,,,,,,,
1701560222,,,,,,,,,,,,,,,,
1701560223,,,,,,,,,,,,,,,,
1701560224,,,,,,,,,,,,,,,,
1701560225,,,,,,,,,,,,,,,,
1701560226,,,,,,,,,,,,,,,,
1701560227,,,,,,,,,,,,,,,,
1701560228,,,,,,,,,,,,,,,,
1701560229,,,,,,,,,,,,,,,,
1701560230,,,,,,,,,,,,,,,,
1701560231,,,,,,,,,,,,,,,,
1701560232,,,,,,,,,,,,,,,,
1701560233,,,,,,,,,,,,,,,,
1701560234,,,,,,,,,,,,,,,,
1701560235,,,,,,,,,,,,,,,,
1701560236,,,,,,,,,,,,,,,,
1701560237,,,,,,,,,,,,,,,,
1701560238,,,,,,,,,,,,,,,,
1701560239,,,,,,,,,,,,,,,,
1701560240,,,,,,,,,,,,,,,,
1701560241,,,,,,,,,,,,,,,,
1701560242,,,,,,,,,,,,,,,,
1701560243,,,,,,,,,,,,,,,,
1701560979,,,,,,,,,,,,,,,,
1701560980,,,,,,,,,,,,,,,,
1701560981,,,,,,,,,,,,,,,,
1701560995,,,,,,,,,,,,,,,,
1701560996,,,,,,,,,,,,,,,,
1701561373,,,,,,,,,,,,,,,,
1701561374,,,,,,,,,,,,,,,,
1701561375,,,,,,,,,,,,,,,,
1701561376,,,,,,,,,,,,,,,,
1701561377,,,,,,,,,,,,,,,,
1701561378,,,,,,,,,,,,,,,,
1701561379,,,,,,,,,,,,,,,,
1701561380,,,,,,,,,,,,,,,,
1701561382,,,,,,,,,,,,,,,,
1701561383,,,,,,,,,,,,,,,,
1701561744,,,,,,,,,,,,,,,,
1701561745,,,,,,,,,,,,,,,,
1701561746,,,,,,,,,,,,,,,,
1701561748,,,,,,,,,,,,,,,,
1701561749,,,,,,,,,,,,,,,,
1701561750,,,,,,,,,,,,,,,,
1701561751,,,,,,,,,,,,,,,,
1701561753,,,,,,,,,,,,,,,,
1701561754,,,,,,,,,,,,,,,,
1701562816,,,,,,,,,,,,,,,,
1701562818,,,,,,,,,,,,,,,,
1701562820,,,,,,,,,,,,,,,,
1701562821,,,,,,,,,,,,,,,,
1701562822,,,,,,,,,,,,,,,,
1701562823,,,,,,,,,,,,,,,,
1701562824,,,,,,,,,,,,,,,,
1701562826,,,,,,,,,,,,,,,,
1701562827,,,,,,,,,,,,,,,,
1701562828,,,,,,,,,,,,,,,,
1701562829,,,,,,,,,,,,,,,,
1701563365,,,,,,,,,,,,,,,,
1701563366,,,,,,,,,,,,,,,,
1701563367,,,,,,,,,,,,,,,,
1701563368,,,,,,,,,,,,,,,,
1701563369,,,,,,,,,,,,,,,,
1701563370,,,,,,,,,,,,,,,,
1701563371,,,,,,,,,,,,,,,,
1701563372,,,,,,,,,,,,,,,,
1701563373,,,,,,,,,,,,,,,,
1701563639,,,,,,,,,,,,,,,,
1701563641,,,,,,,,,,,,,,,,
1701563642,,,,,,,,,,,,,,,,
1701563744,,,,,,,,,,,,,,,,
1701563745,,,,,,,,,,,,,,,,
1701563746,,,,,,,,,,,,,,,,
1701563747,,,,,,,,,,,,,,,,
1701563748,,,,,,,,,,,,,,,,
1701563749,,,,,,,,,,,,,,,,
1701563750,,,,,,,,,,,,,,,,
1701563751,,,,,,,,,,,,,,,,
1701563752,,,,,,,,,,,,,,,,
1701564315,,,,,,,,,,,,,,,,
1701564316,,,,,,,,,,,,,,,,
1701564411,,,,,,,,,,,,,,,,
1701564446,,,,,,,,,,,,,,,,
1701564497,,,,,,,,,,,,,,,,
1701576618,,,,,,,,,,,,,,,,
1701576619,,,,,,,,,,,,,,,,
1701576620,,,,,,,,,,,,,,,,
1701576621,,,,,,,,,,,,,,,,
1701576623,,,,,,,,,,,,,,,,
1701576625,,,,,,,,,,,,,,,,
1701576627,,,,,,,,,,,,,,,,
1701576629,,,,,,,,,,,,,,,,
1701576630,,,,,,,,,,,,,,,,
1701576631,,,,,,,,,,,,,,,,
1701576632,,,,,,,,,,,,,,,,
1701576633,,,,,,,,,,,,,,,,
1701576634,,,,,,,,,,,,,,,,
1701576635,,,,,,,,,,,,,,,,
1701576637,,,,,,,,,,,,,,,,
1701576638,,,,,,,,,,,,,,,,
1701576639,,,,,,,,,,,,,,,,
1701576640,,,,,,,,,,,,,,,,
1701576643,,,,,,,,,,,,,,,,
1701576644,,,,,,,,,,,,,,,,
1701576645,,,,,,,,,,,,,,,,
1701576646,,,,,,,,,,,,,,,,
1701576647,,,,,,,,,,,,,,,,
1701576648,,,,,,,,,,,,,,,,
1701576649,,,,,,,,,,,,,,,,
1701576651,,,,,,,,,,,,,,,,
1701576653,,,,,,,,,,,,,,,,
1701576655,,,,,,,,,,,,,,,,
1701576656,,,,,,,,,,,,,,,,
1701576657,,,,,,,,,,,,,,,,
1701576659,,,,,,,,,,,,,,,,
1701576660,,,,,,,,,,,,,,,,
1701576661,,,,,,,,,,,,,,,,
1701576663,,,,,,,,,,,,,,,,
1701576664,,,,,,,,,,,,,,,,
1701576666,,,,,,,,,,,,,,,,
1701576667,,,,,,,,,,,,,,,,
1701576668,,,,,,,,,,,,,,,,
1701576669,,,,,,,,,,,,,,,,
1701576670,,,,,,,,,,,,,,,,
1701576671,,,,,,,,,,,,,,,,
1701576673,,,,,,,,,,,,,,,,
1701576674,,,,,,,,,,,,,,,,
1701576675,,,,,,,,,,,,,,,,
1701576676,,,,,,,,,,,,,,,,
1701576677,,,,,,,,,,,,,,,,
1701576678,,,,,,,,,,,,,,,,
1701576679,,,,,,,,,,,,,,,,
1701576680,,,,,,,,,,,,,,,,
1701576681,,,,,,,,,,,,,,,,
1701576682,,,,,,,,,,,,,,,,
1701576683,,,,,,,,,,,,,,,,
1701576685,,,,,,,,,,,,,,,,
1701576686,,,,,,,,,,,,,,,,
1701576687,,,,,,,,,,,,,,,,
1701576688,,,,,,,,,,,,,,,,
1701576689,,,,,,,,,,,,,,,,
1701576690,,,,,,,,,,,,,,,,
1701576691,,,,,,,,,,,,,,,,
1701576693,,,,,,,,,,,,,,,,
1701576694,,,,,,,,,,,,,,,,
1701576695,,,,,,,,,,,,,,,,
1701576696,,,,,,,,,,,,,,,,
1701576697,,,,,,,,,,,,,,,,
1701576698,,,,,,,,,,,,,,,,
1701576699,,,,,,,,,,,,,,,,
1701576700,,,,,,,,,,,,,,,,
1701576701,,,,,,,,,,,,,,,,
1701576702,,,,,,,,,,,,,,,,
1701576703,,,,,,,,,,,,,,,,
1701576704,,,,,,,,,,,,,,,,
1701576705,,,,,,,,,,,,,,,,
1701576706,,,,,,,,,,,,,,,,
1701576707,,,,,,,,,,,,,,,,
1701576708,,,,,,,,,,,,,,,,
1701576709,,,,,,,,,,,,,,,,
1701576710,,,,,,,,,,,,,,,,
1701576711,,,,,,,,,,,,,,,,
1701576712,,,,,,,,,,,,,,,,
1701576713,,,,,,,,,,,,,,,,
1701576714,,,,,,,,,,,,,,,,
1701576716,,,,,,,,,,,,,,,,
1701576717,,,,,,,,,,,,,,,,
1701576718,,,,,,,,,,,,,,,,
1701576719,,,,,,,,,,,,,,,,
1701576720,,,,,,,,,,,,,,,,
1701576721,,,,,,,,,,,,,,,,
1701576722,,,,,,,,,,,,,,,,
1701576723,,,,,,,,,,,,,,,,
1701576724,,,,,,,,,,,,,,,,
1701576725,,,,,,,,,,,,,,,,
1701576726,,,,,,,,,,,,,,,,
1701576727,,,,,,,,,,,,,,,,
1701576729,,,,,,,,,,,,,,,,
1701576730,,,,,,,,,,,,,,,,
1701576731,,,,,,,,,,,,,,,,
1701576732,,,,,,,,,,,,,,,,
1701576733,,,,,,,,,,,,,,,,
1701576734,,,,,,,,,,,,,,,,
1701576735,,,,,,,,,,,,,,,,
1701576736,,,,,,,,,,,,,,,,
1701576737,,,,,,,,,,,,,,,,
1701576738,,,,,,,,,,,,,,,,
1701576739,,,,,,,,,,,,,,,,
1701576740,,,,,,,,,,,,,,,,
1701576741,,,,,,,,,,,,,,,,
1701576742,,,,,,,,,,,,,,,,
1701576743,,,,,,,,,,,,,,,,
1701576744,,,,,,,,,,,,,,,,
1701576745,,,,,,,,,,,,,,,,
1701576746,,,,,,,,,,,,,,,,
1701576747,,,,,,,,,,,,,,,,
1701576748,,,,,,,,,,,,,,,,
1701576750,,,,,,,,,,,,,,,,
1701576751,,,,,,,,,,,,,,,,
1701576752,,,,,,,,,,,,,,,,
1701576753,,,,,,,,,,,,,,,,
1701576755,,,,,,,,,,,,,,,,
1701576756,,,,,,,,,,,,,,,,
1701576757,,,,,,,,,,,,,,,,
1701576758,,,,,,,,,,,,,,,,
1701576760,,,,,,,,,,,,,,,,
1701576761,,,,,,,,,,,,,,,,
1701576762,,,,,,,,,,,,,,,,
1701576763,,,,,,,,,,,,,,,,
1701576764,,,,,,,,,,,,,,,,
1701576765,,,,,,,,,,,,,,,,
1701576766,,,,,,,,,,,,,,,,
1701576767,,,,,,,,,,,,,,,,
1701576768,,,,,,,,,,,,,,,,
1701576769,,,,,,,,,,,,,,,,
1701576770,,,,,,,,,,,,,,,,
1701576771,,,,,,,,,,,,,,,,
1701576772,,,,,,,,,,,,,,,,
1701576773,,,,,,,,,,,,,,,,
1701576777,,,,,,,,,,,,,,,,
1701576778,,,,,,,,,,,,,,,,
1701576779,,,,,,,,,,,,,,,,
1701576780,,,,,,,,,,,,,,,,
1701576781,,,,,,,,,,,,,,,,
1701576782,,,,,,,,,,,,,,,,
1701576783,,,,,,,,,,,,,,,,
1701576784,,,,,,,,,,,,,,,,
1701576786,,,,,,,,,,,,,,,,
1701576787,,,,,,,,,,,,,,,,
1701576789,,,,,,,,,,,,,,,,
1701576790,,,,,,,,,,,,,,,,
1701576791,,,,,,,,,,,,,,,,
1701576793,,,,,,,,,,,,,,,,
1701576794,,,,,,,,,,,,,,,,
1701576795,,,,,,,,,,,,,,,,
1701576796,,,,,,,,,,,,,,,,
1701576797,,,,,,,,,,,,,,,,
1701576798,,,,,,,,,,,,,,,,
1701576802,,,,,,,,,,,,,,,,
1701576807,,,,,,,,,,,,,,,,
1701576808,,,,,,,,,,,,,,,,
1701576809,,,,,,,,,,,,,,,,
